order_id,order_date,supplier_id,product_id,category,quantity,unit_price,total_amount,promised_delivery_date,actual_delivery_date,promised_lead_days,actual_lead_days,days_late,on_time_flag,status
PO-14641,2025-04-11,SUP-014,PRD-034,Plumbing,25,38.29,957.25,2025-04-16,2025-04-16,5,5,0,1,Delivered
PO-14645,2025-12-23,SUP-012,PRD-016,Electrical,67,13.29,890.43,09/01/2026,2026-01-16,17,24,7,0,Delivered
PO-14649,2025-11-10,SUP-005,PRD-008,Concrete,70,19.3,1351.0,2025-11-19,2025-11-19,9,9,0,1,Delivered
PO-14651,2025-12-29,SUP-009,PRD-016,Electrical,19,11.84,224.96,2026-01-03,,5,,,,Cancelled
PO-14656,2025-01-20,SUP-007,PRD-011,Concrete,49,40.28,1973.72,2025-02-03,2025-02-13,14,24,10,0,Delivered
PO-14659,2025-08-20,SUP-016,PRD-039,Finishes,2,52.06,104.12,2025-08-26,2025-08-27,6,7,1,0,Delivered
PO-14661,2026-01-13,SUP-023,PRD-012,Concrete,14,64.45,902.3,2026-02-02,2026-02-05,20,23,3,0,Delivered
PO-14665,2024-08-23,SUP-017,PRD-039,Finishes,69,51.74,3570.06,2024-09-04,2024-09-06,12,14,2,0,Delivered
PO-14669,23/10/2025,SUP-022,PRD-005,Structural,76,58.92,4477.92,2025-11-05,,13,,,,Cancelled
PO-14674,11-21-2024,SUP-016,PRD-024,Finishes,3,46.48,139.44,2024-11-27,,6,,,,Cancelled
PO-14677,2025-01-10,SUP-017,PRD-024,Finishes,25,47.43,1185.75,2025-01-24,2025-01-29,14,19,5,0,Delivered
PO-14682,2024-05-23,SUP-001,PRD-007,Structural,0,314.49,0.0,2024-05-31,2024-05-31,8,8,0,1,Delivered
PO-14686,2024-06-17,SUP-004,PRD-005,Structural,31,57.74,1789.94,2024-07-02,,15,,,,Pending
PO-14691,27-05-2024,SUP-007,PRD-036,Concrete,77,94.89,7306.53,09/06/2024,2024-06-08,13,12,0,1,Delivered
PO-14695,2025-07-18,SUP-012,PRD-016,Electrical,55,13.89,763.95,2025-08-06,2025-08-06,19,19,0,1,Delivered
PO-14698,08/01/2024,SUP-017,PRD-024,Finishes,36,46.13,1660.68,2024-01-21,2024-01-21,13,13,0,1,Delivered
PO-14700,2025-10-22,SUP-001,PRD-005,Structural,57,55.05,3137.85,29/10/2025,2025-10-30,7,8,1,0,Delivered
PO-14702,20/01/2025,SUP-014,PRD-040,Plumbing,63,36.63,2307.69,2025-01-28,2025-01-28,8,8,0,1,Delivered
PO-14705,2024-05-29,SUP-003,PRD-007,Structural,45,315.84,14212.8,2024-06-03,2024-06-03,5,5,0,1,Delivered
PO-14707,2024-05-21,SUP-020,PRD-026,Safety,30,32.36,970.8,2024-05-27,2024-05-27,6,6,0,1,Delivered
PO-14710,2025-10-29,SUP-017,PRD-039,Finishes,3,51.56,154.68,2025-11-10,2025-11-10,12,12,0,1,Delivered
PO-14714,2025-04-04,SUP-003,PRD-038,Structural,57,49.51,2822.07,2025-04-10,2025-04-10,6,6,0,1,Delivered
PO-14717,2025-02-03,SUP-010,PRD-014,Electrical,32,195.49,6255.68,2025-02-11,2025-02-12,8,9,1,0,Delivered
PO-14720,2025-07-29,SUP-003,PRD-038,Structural,14,48.03,672.42,2025-08-08,,10,,,,Pending
PO-14724,2024-02-27,SUP-015,PRD-021,Plumbing,55,59.42,3268.1,11/03/2024,2024-03-11,13,13,0,1,Delivered
PO-14725,10-31-2024,SUP-009,PRD-018,Electrical,79,28.56,2256.24,2024-11-07,2024-11-08,7,8,1,0,Delivered
PO-14726,2025-10-14,SUP-011,PRD-014,Electrical,73,198.91,14520.43,2025-10-29,2025-10-29,15,15,0,1,Delivered
PO-14727,2024-07-18,SUP-008,PRD-010,Concrete,33,21.94,724.02,2024-07-31,,13,,,,Cancelled
PO-14728,2025-03-26,SUP-006,PRD-013,Concrete,62,19.31,1197.22,2025-04-01,,6,,,,Pending
PO-14733,2024-12-30,SUP-023,PRD-036,Concrete,7,99.45,696.15,2025-01-17,2025-01-24,18,25,7,0,Delivered
PO-14738,2026-01-05,SUP-017,PRD-031,Finishes,42,95.57,4013.94,2026-01-15,,10,,,,Cancelled
PO-14739,2025-08-15,SUP-003,PRD-007,Structural,71,332.96,23640.16,2025-08-25,2025-08-26,10,11,1,0,Delivered
PO-14740,2024-12-02,SUP-023,PRD-013,Concrete,76,20.26,1539.76,18-12-2024,,16,,,,Pending
PO-14742,02-10-2025,SUP-016,PRD-031,Finishes,28,92.03,2576.84,2025-02-20,,10,,,,Cancelled
PO-14745,2025-05-29,SUP-008,PRD-012,Concrete,28,65.93,1846.04,10/06/2025,,12,,,,Cancelled
PO-14747,2026/03/10,SUP-024,PRD-035,Electrical,47,223.04,10482.88,2026-03-26,2026-03-26,16,16,0,1,Delivered
PO-14750,11-19-2025,SUP-013,PRD-019,Plumbing,79,38.65,3053.35,2025-11-26,,7,,,,Pending
PO-14752,2025-11-12,SUP-020,PRD-027,Safety,16,186.66,2986.56,11-20-2025,2025-11-21,8,9,1,0,Delivered
PO-14754,04/08/2025,SUP-024,PRD-018,Electrical,34,32.78,1114.52,2025-08-20,2025-08-20,16,16,0,1,Delivered
PO-14755,24/06/2024,SUP-013,PRD-019,Plumbing,78,39.84,3107.52,2024-07-02,2024-07-01,8,7,0,1,Delivered
PO-14760,22/01/2024,SUP-019,PRD-037,Safety,69,54.54,3763.26,2024-01-28,,6,,,,Cancelled
PO-14765,2024-09-27,SUP-001,PRD-038,Structural,76,50.29,3822.04,2024-10-03,,6,,,,Cancelled
PO-14770,2024-01-02,SUP-018,PRD-023,Finishes,51,103.65,5286.15,2024-01-23,2024-01-30,21,28,7,0,Delivered
PO-14771,2024-07-29,SUP-004,PRD-001,Structural,24,351.76,8442.24,2024-08-13,2024-08-18,15,20,5,0,Delivered
PO-14775,2025-06-23,SUP-007,PRD-010,Concrete,64,23.91,1530.24,2025-07-07,,14,,,,Cancelled
PO-14778,2024-05-09,SUP-010,PRD-017,Electrical,13,71.11,924.43,2024-05-18,2024-05-17,9,8,0,1,Delivered
PO-14783,2025-01-14,SUP-019,PRD-029,Safety,59,41.16,2428.44,2025-01-23,2025-01-23,9,9,0,1,Delivered
PO-14786,2024-01-29,SUP-010,PRD-035,Electrical,12,200.65,2407.8,02-06-2024,2024-02-06,8,8,0,1,Delivered
PO-14789,12-09-2025,SUP-018,PRD-024,Finishes,74,47.83,3539.42,2025-12-25,2025-12-28,16,19,3,0,Delivered
PO-14791,2026-03-12,SUP-008,PRD-008,Concrete,61,19.4,1183.4,2026-03-25,2026-03-25,13,13,0,1,Delivered
PO-14796,2025-11-17,SUP-020,PRD-028,Safety,34,17.87,607.58,2025-11-27,2025-11-26,10,9,0,1,Delivered
PO-14800,2024-02-20,SUP-015,PRD-034,Plumbing,46,38.72,1781.12,2024-03-04,,13,,,,Pending
PO-14805,2025-10-24,SUP-020,PRD-029,Safety,63,43.7,2753.1,2025-10-31,,7,,,,Cancelled
PO-14809,2024-01-09,SUP-002,PRD-005,Structural,68,57.55,3913.4,2024-01-18,2024-01-18,9,9,0,1,Delivered
PO-14811,25-03-2026,SUP-016,PRD-024,Finishes,5,44.11,220.55,2026-03-31,,6,,,,Cancelled
PO-14813,2025-12-09,SUP-019,PRD-030,Safety,31,67.58,2094.98,2025-12-19,,10,,,,Pending
PO-14818,2025-11-12,SUP-014,PRD-020,Plumbing,62,41.55,2576.1,2025-11-22,,10,,,,Cancelled
PO-14820,2024/09/09,SUP-003,PRD-003,Structural,31,45.16,1399.96,2024-09-14,2024-09-14,5,5,0,1,Delivered
PO-14821,2025-06-12,SUP-024,PRD-018,Electrical,74,33.18,2455.32,2025-07-01,2025-07-01,19,19,0,1,Delivered
PO-14823,2026-01-12,SUP-004,PRD-006,Structural,2,43.19,86.38,2026-01-23,,11,,,,Pending
PO-14826,2025-12-17,SUP-003,PRD-004,Structural,17,87.53,1488.01,2025-12-24,,7,,,,Cancelled
PO-14830,2024-03-08,SUP-004,PRD-038,Structural,23,47.02,1081.46,2024-03-21,2024-03-21,13,13,0,1,Delivered
PO-14832,2026-03-17,SUP-007,PRD-036,Concrete,76,99.53,7564.28,2026-03-31,2026-04-02,14,16,2,0,Delivered
PO-14834,11-11-2025,SUP-011,PRD-017,Electrical,2,72.85,145.7,2025-11-23,,12,,,,Cancelled
PO-14836,2024-09-20,SUP-001,PRD-038,Structural,79,47.28,3735.12,2024-09-28,,8,,,,Cancelled
PO-14840,2025-08-15,,PRD-032,Safety,51,31.79,1621.29,2025-08-20,2025-08-20,5,5,0,1,Delivered
PO-14843,2025-03-24,SUP-001,PRD-006,Structural,52,43.13,2242.76,2025-04-01,2025-04-01,8,8,0,1,Delivered
PO-14844,2024-08-30,SUP-016,PRD-023,Finishes,41,87.95,3605.95,2024-09-09,2024-09-09,10,10,0,1,Delivered
PO-14846,2024-02-27,SUP-016,PRD-024,Finishes,22,46.52,1023.44,2024-03-07,,9,,,,Pending
PO-14849,20-06-2025,SUP-019,PRD-037,Safety,21,55.41,1163.61,2025-06-29,2025-06-29,9,9,0,1,Delivered
PO-14854,2024-07-02,SUP-006,PRD-010,Concrete,27,21.65,584.55,2024-07-12,2024-07-12,10,10,0,1,Delivered
PO-14855,2025-10-02,SUP-014,PRD-019,Plumbing,79,38.73,3059.67,2025-10-11,2025-10-12,9,10,1,0,Delivered
PO-14860,2024-03-06,SUP-021,PRD-029,Safety,20,45.17,903.4,2024-03-16,,10,,,,Pending
PO-14862,2025/11/03,SUP-006,PRD-013,Concrete,53,18.17,963.01,2025-11-08,,5,,,,Cancelled
PO-14867,29/01/2026,SUP-019,PRD-037,Safety,48,56.64,2718.72,2026-02-06,2026-02-09,8,11,3,0,Delivered
PO-14869,2026-02-09,SUP-005,PRD-011,Concrete,11,39.43,433.73,2026-02-14,,5,,,,Pending
PO-14873,2026-04-14,SUP-008,PRD-009,Concrete,75,-213.96,16047.0,2026-04-25,,11,,,,Delivered
PO-14876,2024-01-11,SUP-012,PRD-018,Electrical,51,30.22,1541.22,2024-01-30,2024-01-29,19,18,0,1,Delivered
PO-14880,2025-11-27,SUP-009,PRD-015,Electrical,13,348.6,4531.8,2025-12-07,,10,,,,Pending
PO-14885,2024-01-30,SUP-002,PRD-001,Structural,5,316.81,1584.05,2024-02-09,2024-02-09,10,10,0,1,Delivered
PO-14888,2025-04-15,SUP-021,PRD-029,Safety,25,46.03,1150.75,2025-04-25,,10,,,,Pending
PO-14891,2026-02-06,SUP-014,PRD-040,Plumbing,36,36.7,1321.2,2026-02-13,2026-02-13,7,7,0,1,Delivered
PO-14894,2026-02-13,SUP-023,PRD-008,Concrete,73,18.13,1323.49,2026-03-01,,16,,,,Cancelled
PO-14897,2025-10-02,SUP-014,PRD-020,Plumbing,49,41.6,2038.4,2025-10-08,2025-10-08,6,6,0,1,Delivered
PO-14901,14/03/2024,SUP-013,PRD-021,Plumbing,59,53.94,3182.46,2024-03-23,2024-03-23,9,9,0,1,Delivered
PO-14904,2025-10-31,SUP-003,PRD-006,Structural,27,43.16,1165.32,2025-11-05,,5,,,,Cancelled
PO-14905,2024-09-20,SUP-003,PRD-038,Structural,18,47.64,857.52,2024-09-29,,9,,,,Pending
PO-14909,2026-03-18,SUP-021,PRD-029,Safety,42,44.53,1870.26,2026-03-28,2026-03-30,10,12,2,0,Delivered
PO-14910,2025-09-30,SUP-018,PRD-039,Finishes,40,60.42,2416.8,2025-10-20,2025-10-23,20,23,3,0,Delivered
PO-14913,2025-08-29,SUP-014,PRD-040,Plumbing,52,-35.64,1853.28,09-08-2025,2025-09-08,10,10,0,1,Delivered
PO-14917,2025-12-16,SUP-019,PRD-030,Safety,14,66.26,927.64,2025-12-22,2025-12-23,6,7,1,0,Delivered
PO-14919,2025-08-12,SUP-018,PRD-031,Finishes,19,89.23,1695.37,2025-08-29,2025-09-12,17,31,14,0,Delivered
PO-14922,2024-07-29,SUP-008,PRD-036,Concrete,77,100.21,7716.17,2024-08-11,2024-08-11,13,13,0,1,Delivered
PO-14927,2026-01-02,SUP-020,PRD-026,Safety,25,31.41,785.25,2026-01-08,2026-01-08,6,6,0,1,Delivered
PO-14929,2025-02-28,SUP-010,PRD-015,Electrical,11,347.59,3823.49,2025-03-07,2025-03-07,7,7,0,1,Delivered
PO-14930,2024-09-30,SUP-011,PRD-015,Electrical,58,344.1,19957.8,10-13-2024,2024-10-12,13,12,0,1,Delivered
PO-14931,09-01-2025,SUP-014,PRD-020,Plumbing,25,43.43,1085.75,2025-09-07,2025-09-07,6,6,0,1,Delivered
PO-14933,2024-06-27,SUP-004,PRD-001,Structural,40,340.77,13630.8,2024-07-10,2024-07-10,13,13,0,1,Delivered
PO-14934,2024-10-04,SUP-010,PRD-018,Electrical,19,28.68,544.92,2024-10-13,,9,,,,Cancelled
PO-14936,2026-01-23,SUP-009,PRD-035,Electrical,62,201.77,12509.74,2026-02-02,2026-02-03,10,11,1,0,Delivered
PO-14940,28/11/2025,SUP-001,PRD-004,Structural,67,87.24,5845.08,2025-12-08,2025-12-08,10,10,0,1,Delivered
PO-14941,2024-08-29,SUP-014,PRD-021,Plumbing,77,54.7,4211.9,2024-09-07,,9,,,,Pending
PO-14946,2025-12-08,SUP-021,PRD-027,Safety,66,189.73,12522.18,2025-12-20,2025-12-22,12,14,2,0,Delivered
PO-14948,2024-04-19,SUP-014,PRD-021,Plumbing,30,57.66,1729.8,2024-04-25,2024-04-24,6,5,0,1,Delivered
PO-14953,2025-11-06,SUP-001,PRD-006,Structural,45,-41.83,1882.35,2025-11-15,2025-11-15,9,9,0,1,Delivered
PO-14955,2024-04-15,SUP-023,PRD-012,Concrete,65,63.55,4130.75,2024-05-06,2024-05-27,21,42,21,0,Delivered
PO-14959,2024-02-14,SUP-018,PRD-039,Finishes,18,52.07,937.26,2024-03-02,2024-03-23,17,38,21,0,Delivered
PO-14962,2024-02-15,SUP-016,PRD-031,Finishes,27,91.57,2472.39,2024-02-25,2024-02-24,10,9,0,1,Delivered
PO-14967,2026-03-23,SUP-012,PRD-014,Electrical,56,218.73,12248.88,2026-04-13,,21,,,,Delivered
PO-14968,2025-12-24,,PRD-020,Plumbing,8,43.63,349.04,2026-01-01,2026-01-02,8,9,1,0,Delivered
PO-14972,2024-09-25,SUP-012,PRD-035,Electrical,37,201.36,7450.32,2024-10-15,2024-10-18,20,23,3,0,Delivered
PO-14976,2024-10-18,SUP-007,PRD-011,Concrete,2,37.12,74.24,2024-10-31,2024-10-31,13,13,0,1,Delivered
PO-14977,2024-10-23,SUP-014,PRD-021,Plumbing,21,54.57,1145.97,2024-10-30,2024-10-30,7,7,0,1,Delivered
PO-14980,03/01/2024,SUP-006,PRD-012,Concrete,56,60.83,3406.48,2024-01-11,2024-01-14,8,11,3,0,Delivered
PO-14982,2024-12-06,SUP-022,PRD-005,Structural,29,57.02,1653.58,2024-12-18,,12,,,,Cancelled
PO-14987,2024-07-15,SUP-017,PRD-023,Finishes,76,86.47,6571.72,2024-07-26,,11,,,,Pending
PO-14992,2026-01-09,SUP-007,PRD-010,Concrete,16,21.94,351.04,20/01/2026,2026-01-22,11,13,2,0,Delivered
PO-14995,2025-09-25,SUP-015,PRD-022,Plumbing,3,125.34,376.02,2025-10-07,2025-10-17,12,22,10,0,Delivered
PO-15000,27/11/2025,SUP-016,PRD-024,Finishes,2,44.63,89.26,2025-12-07,,10,,,,Cancelled
PO-15001,2024-10-21,SUP-018,PRD-024,Finishes,80,-52.22,4177.6,2024-11-08,2024-11-15,18,25,7,0,Delivered
PO-15005,2025-07-23,SUP-014,PRD-034,Plumbing,80,38.21,3056.8,2025-07-31,2025-07-31,8,8,0,1,Delivered
PO-15010,2025-09-04,SUP-005,PRD-012,Concrete,18,64.4,1159.2,2025-09-13,2025-09-14,9,10,1,0,Delivered
PO-15015,2024-12-19,SUP-006,PRD-009,Concrete,48,216.42,10388.16,2024-12-27,2024-12-26,8,7,0,1,Delivered
PO-15020,2024-07-03,SUP-013,PRD-040,Plumbing,25,36.37,909.25,2024-07-08,,5,,,,Cancelled
PO-15021,2025-01-24,SUP-016,PRD-025,Finishes,48,14.53,697.44,2025-01-30,,6,,,,Pending
PO-15023,24/07/2024,SUP-015,PRD-020,Plumbing,17,43.2,734.4,2024-08-04,2024-08-06,11,13,2,0,Delivered
PO-15028,2024-02-08,SUP-025,PRD-032,Safety,71,33.65,2389.15,2024-02-20,,12,,,,Pending
PO-15031,2025-08-21,SUP-004,PRD-007,Structural,27,335.08,9047.16,2025-09-03,,13,,,,Pending
PO-15033,2025-01-21,SUP-003,PRD-002,Structural,9,285.33,2567.97,2025-01-28,,7,,,,Pending
PO-15038,2024-07-04,SUP-024,PRD-018,Electrical,69,26.76,1846.44,2024-07-23,2024-07-26,19,22,3,0,Delivered
PO-15039,2024-05-30,SUP-019,PRD-032,Safety,71,31.58,2242.18,2024-06-09,,10,,,,Pending
PO-15040,25/02/2025,SUP-005,PRD-013,Concrete,53,18.63,987.39,2025-03-05,2025-03-04,8,7,0,1,Delivered
PO-15042,2025-02-03,SUP-023,PRD-012,Concrete,79,72.75,5747.25,2025-02-20,,17,,,,Pending
PO-15047,27/01/2026,SUP-002,PRD-006,Structural,43,42.51,1827.93,01-02-2026,,5,,,,Cancelled
PO-15050,2025-08-12,SUP-004,PRD-038,Structural,23,51.8,1191.4,2025-08-23,2025-08-25,11,13,2,0,Delivered
PO-15053,2025-01-06,SUP-003,PRD-003,Structural,63,46.05,2901.15,2025-01-16,,10,,,,Pending
PO-15056,10-31-2024,SUP-018,PRD-024,Finishes,41,43.47,1782.27,2024-11-16,,16,,,,Cancelled
PO-15058,2026-03-26,SUP-009,PRD-015,Electrical,58,335.91,19482.78,2026-04-03,,8,,,,Pending
PO-15062,2026-01-12,SUP-015,PRD-022,Plumbing,20,120.02,2400.4,2026-01-26,,14,,,,Cancelled
PO-15066,2026-03-25,SUP-017,PRD-023,Finishes,56,94.73,5304.88,2026-04-05,2026-04-10,11,16,5,0,Delivered
PO-15069,2025-01-31,SUP-015,PRD-040,Plumbing,47,36.6,1720.2,2025-02-11,2025-02-16,11,16,5,0,Delivered
PO-15073,07-23-2024,SUP-017,PRD-039,Finishes,6,51.36,308.16,2024-08-07,2024-08-07,15,15,0,1,Delivered
PO-15075,2024-07-17,SUP-009,PRD-017,Electrical,72,68.29,4916.88,2024-07-27,,10,,,,Pending
PO-15077,2024-09-10,SUP-014,PRD-040,Plumbing,17,35.15,597.55,17/09/2024,2024-09-17,7,7,0,1,Delivered
PO-15082,2024-03-25,SUP-004,PRD-001,Structural,22,347.74,7650.28,2024-04-06,2024-04-05,12,11,0,1,Delivered
PO-15085,2026-01-20,SUP-002,PRD-005,Structural,51,56.59,2886.09,2026-01-27,,7,,,,Pending
PO-15086,2025-09-15,SUP-023,PRD-036,Concrete,70,99.87,6990.9,2025-10-06,2025-10-20,21,35,14,0,Delivered
PO-15089,2026-03-19,SUP-019,PRD-033,Safety,16,188.52,3016.32,2026-03-29,2026-03-30,10,11,1,0,Delivered
PO-15093,2025-01-02,SUP-001,PRD-003,Structural,32,44.98,1439.36,2025-01-09,2025-01-10,7,8,1,0,Delivered
PO-15095,2024-08-19,SUP-018,PRD-023,Finishes,28,100.69,2819.32,2024-09-04,2024-09-18,16,30,14,0,Delivered
PO-15099,2026-01-01,SUP-016,PRD-025,Finishes,37,14.52,537.24,2026-01-07,,6,,,,Pending
PO-15100,2025-01-17,SUP-014,PRD-022,Plumbing,50,124.43,6221.5,2025-01-24,2025-01-23,7,6,0,1,Delivered
PO-15105,2025-10-17,SUP-012,PRD-018,Electrical,76,31.91,2425.16,07/11/2025,2025-11-10,21,24,3,0,Delivered
PO-15108,2025-05-27,SUP-002,PRD-006,Structural,44,42.17,1855.48,01/06/2025,2025-06-04,5,8,3,0,Delivered
PO-15113,2024-11-28,SUP-006,PRD-012,Concrete,2,62.06,124.12,2024-12-07,2024-12-07,9,9,0,1,Delivered
PO-15114,2024-11-06,SUP-014,PRD-034,Plumbing,13,37.54,488.02,2024-11-12,,6,,,,Pending
PO-15115,2024-04-10,SUP-019,PRD-030,Safety,38,64.81,2462.78,2024-04-15,2024-04-15,5,5,0,1,Delivered
PO-15118,2025-02-18,SUP-001,PRD-038,Structural,28,49.0,1372.0,2025-02-24,2025-02-23,6,5,0,1,Delivered
PO-15119,2026-02-27,SUP-004,PRD-002,Structural,7,293.99,2057.93,2026-03-13,2026-03-13,14,14,0,1,Delivered
PO-15120,2024-12-05,SUP-018,PRD-023,Finishes,76,99.16,7536.16,2024-12-22,2025-01-05,17,31,14,0,Delivered
PO-15122,08/01/2024,SUP-001,PRD-003,Structural,66,45.46,3000.36,2024-01-14,2024-01-13,6,5,0,1,Delivered
PO-15124,2024-05-16,SUP-019,PRD-027,Safety,5,186.53,932.65,2024-05-23,2024-05-24,7,8,1,0,Delivered
PO-15125,2024-03-08,SUP-014,PRD-020,Plumbing,68,41.57,2826.76,2024-03-14,2024-03-15,6,7,1,0,Delivered
PO-15130,08/04/2024,SUP-020,PRD-026,Safety,5,31.57,157.85,2024-04-15,2024-04-15,7,7,0,1,Delivered
PO-15135,2024-09-16,SUP-023,PRD-008,Concrete,24,19.26,462.24,2024-10-03,2024-10-03,17,17,0,1,Delivered
PO-15138,2024-10-04,,PRD-021,Plumbing,40,54.68,2187.2,2024-10-16,2024-10-16,12,12,0,1,Delivered
PO-15141,2025-04-30,SUP-014,PRD-020,Plumbing,8,43.31,346.48,2025-05-07,2025-05-07,7,7,0,1,Delivered
PO-15143,2024-08-26,SUP-018,PRD-025,Finishes,31,14.55,451.05,2024-09-12,,17,,,,Cancelled
PO-15146,2025-11-14,SUP-016,PRD-025,Finishes,51,14.66,747.66,2025-11-22,,8,,,,Cancelled
PO-15149,03-15-2024,SUP-014,PRD-020,Plumbing,76,43.21,3283.96,2024-03-21,2024-03-21,6,6,0,1,Delivered
PO-15151,2024-10-08,SUP-018,PRD-031,Finishes,75,96.82,7261.5,25/10/2024,2024-11-08,17,31,14,0,Delivered
PO-15155,12-02-2025,SUP-016,PRD-025,Finishes,12,13.87,166.44,2025-02-17,2025-02-17,5,5,0,1,Delivered
PO-15157,2024-09-26,SUP-007,PRD-011,Concrete,56,38.08,2132.48,2024-10-10,2024-10-10,14,14,0,1,Delivered
PO-15161,2025-05-07,SUP-023,PRD-012,Concrete,11,65.34,718.74,2025-05-27,,20,,,,Pending
PO-15163,2025-08-15,SUP-001,PRD-004,Structural,28,86.12,2411.36,2025-08-20,2025-08-20,5,5,0,1,Delivered
PO-15166,17-03-2025,SUP-014,PRD-034,Plumbing,19,38.27,727.13,03-27-2025,2025-03-26,10,9,0,1,Delivered
PO-15168,2025-05-08,SUP-012,PRD-017,Electrical,37,78.85,2917.45,2025-05-25,,17,,,,Cancelled
PO-15172,2024-07-01,SUP-023,PRD-008,Concrete,76,21.56,1638.56,2024-07-20,2024-07-20,19,19,0,1,Delivered
PO-15173,2026-04-09,SUP-002,PRD-007,Structural,39,326.3,12725.7,2026-04-19,,10,,,,Cancelled
PO-15175,2024-09-30,SUP-016,PRD-023,Finishes,15,88.28,1324.2,2024-10-05,2024-10-08,5,8,3,0,Delivered
PO-15178,2025-09-10,SUP-001,PRD-004,Structural,36,84.58,3044.88,2025-09-16,2025-09-16,6,6,0,1,Delivered
PO-15183,2025-10-28,SUP-009,PRD-018,Electrical,35,27.61,966.35,2025-11-06,2025-11-07,9,10,1,0,Delivered
PO-15186,2026-02-02,SUP-001,PRD-007,Structural,76,328.26,24947.76,2026-02-07,2026-02-10,5,8,3,0,Delivered
PO-15188,21/01/2026,SUP-002,PRD-007,Structural,53,334.12,17708.36,2026-01-29,2026-02-01,8,11,3,0,Delivered
PO-15190,2024-03-29,SUP-007,PRD-012,Concrete,40,64.6,2584.0,2024-04-13,2024-04-23,15,25,10,0,Delivered
PO-15194,11/04/2025,SUP-019,PRD-037,Safety,71,55.37,3931.27,20/04/2025,2025-04-19,9,8,0,1,Delivered
PO-15195,2024-06-27,SUP-005,PRD-012,Concrete,4,65.08,260.32,07/07/2024,2024-07-07,10,10,0,1,Delivered
PO-15196,2024-09-03,SUP-002,PRD-038,Structural,19,50.09,951.71,2024-09-13,,10,,,,Pending
PO-15199,2025-02-10,SUP-012,PRD-015,Electrical,72,390.03,28082.16,03-02-2025,2025-03-02,20,20,0,1,Delivered
PO-15203,2024-03-29,SUP-017,PRD-024,Finishes,17,45.69,776.73,2024-04-09,2024-04-11,11,13,2,0,Delivered
PO-15207,2025-05-14,SUP-015,PRD-020,Plumbing,72,42.12,3032.64,2025-05-27,2025-05-26,13,12,0,1,Delivered
PO-15208,2024-01-01,SUP-021,PRD-030,Safety,10,70.94,709.4,2024-01-14,,13,,,,Cancelled
PO-15211,2024/12/25,SUP-017,PRD-039,Finishes,78,51.93,4050.54,2025-01-08,,14,,,,Pending
PO-15215,2024-10-15,SUP-025,PRD-029,Safety,66,42.36,2795.76,2024-10-27,2024-10-27,12,12,0,1,Delivered
PO-15219,2024-04-10,SUP-021,PRD-033,Safety,50,200.47,10023.5,22-04-2024,2024-04-21,12,11,0,1,Delivered
PO-15220,08-12-2025,SUP-004,PRD-007,Structural,67,328.92,22037.64,19-12-2025,2025-12-19,11,11,0,1,Delivered
PO-15225,2025-05-16,SUP-021,PRD-027,Safety,20,179.64,3592.8,2025-05-29,,13,,,,Cancelled
PO-15227,2024-04-17,SUP-023,PRD-009,Concrete,21,214.41,4502.61,2024-05-04,2024-05-04,17,17,0,1,Delivered
PO-15232,09/09/2024,SUP-003,PRD-002,Structural,72,279.65,20134.8,2024-09-14,2024-09-15,5,6,1,0,Delivered
PO-15234,2024-10-15,SUP-003,PRD-004,Structural,58,88.82,5151.56,2024-10-22,,7,,,,Pending
PO-15238,2024-09-03,SUP-021,PRD-037,Safety,78,58.78,4584.84,2024-09-17,,14,,,,Pending
PO-15239,06-12-2025,SUP-021,PRD-029,Safety,44,45.5,2002.0,2025-06-24,2025-06-23,12,11,0,1,Delivered
PO-15243,2025-11-03,SUP-010,PRD-018,Electrical,67,28.76,1926.92,2025-11-08,2025-11-08,5,5,0,1,Delivered
PO-15248,2025-07-04,SUP-002,PRD-038,Structural,16,49.28,788.48,2025-07-13,,9,,,,Pending
PO-15250,2025-11-21,SUP-015,PRD-034,Plumbing,44,39.59,1741.96,2025-12-01,2025-12-01,10,10,0,1,Delivered
PO-15255,2025-09-30,SUP-023,PRD-013,Concrete,79,22.04,1741.16,2025-10-16,2025-10-30,16,30,14,0,Delivered
PO-15260,2024-12-27,SUP-013,PRD-040,Plumbing,55,35.43,1948.65,2025-01-01,2025-01-01,5,5,0,1,Delivered
PO-15262,2025-01-08,SUP-002,PRD-007,Structural,40,326.77,13070.8,2025-01-18,2025-01-18,10,10,0,1,Delivered
PO-15266,2025-06-05,,PRD-036,Concrete,40,101.17,4046.8,2025-06-24,2025-06-27,19,22,3,0,Delivered
PO-15269,2025-07-31,SUP-006,PRD-010,Concrete,67,21.57,1445.19,2025-08-06,,6,,,,Cancelled
PO-15271,2026-02-25,SUP-015,PRD-019,Plumbing,42,39.13,1643.46,2026-03-09,2026-03-11,12,14,2,0,Delivered
PO-15275,2024-01-10,SUP-010,PRD-016,Electrical,29,11.95,346.55,2024-01-18,,8,,,,Cancelled
PO-15276,2024-09-25,SUP-016,PRD-039,Finishes,37,51.03,1888.11,03/10/2024,2024-10-03,8,8,0,1,Delivered
PO-15277,07/01/2025,SUP-004,PRD-005,Structural,18,53.54,963.72,2025-01-18,2025-01-20,11,13,2,0,Delivered
PO-15279,26-01-2026,SUP-015,PRD-020,Plumbing,2,42.9,85.8,2026-02-08,2026-02-13,13,18,5,0,Delivered
